# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS	MORPHEMES	NOTE
2168	Shergaon	ladder	lə-tʰøː	lə+tʰøː	l ə + tʰ øː	i n + i n	l ə - + tʰ øː -	594 595	ladder ladder	
#
2169	Khispi	language	ŋak ~ ŋap	ŋak	ŋ a k	i n c	ŋ a k	596	language	
2170	Duhumbi	language	ŋak ~ ŋap	ŋak	ŋ a k	i n c	ŋ a k	596	language	
2171	Khoina	language	nɔ	nɔ	n ɔ	i n	n ɔ -	596	language	
2172	Jerigaon	language	nu ~ nɔ	nu	n u	i n	n u -	596	language	
2173	Khoitam	language	nu	nu	n u	i n	n u -	596	language	
2174	Rahung	language	nuk	nuk	n u k	i n c	n u k	596	language	
2175	Rupa	language	ɲuk ~ ɲu	ɲuk	ɲ u k	i n c	ɲ u k	596	language	
2176	Shergaon	language	ɲɔ	ɲɔ	ɲ ɔ	i n	ɲ ɔ -	596	language	
#
2177	Khispi	langur	ɕa-ʑa ~ sa-ʑat	ɕa+ʑa	ɕ a + ʑ a	i n + i n	ɕ a + ʑ a -	597 598	langur langur	
2178	Duhumbi	langur	ɕa-ʑɛt ~ ɕa-ʑɛˀ	ɕa+ʑɛt	ɕ a + ʑ ɛ t	i n + i n c	ɕ a + ʑ ɛ t	597 598	langur langur	
2179	Khoina	langur	zə-zu	zə+zu	z ə + z u	i n + i n	z ə + z u -	597 598	langur langur	
2180	Jerigaon	langur	zə-zu	zə+zu	z ə + z u	i n + i n	z ə + z u -	597 598	langur langur	
2181	Khoitam	langur	zə-zu ~ ʥə-zu	zə+zu	z ə + z u	i n + i n	z ə + z u -	597 598	langur langur	
2182	Rahung	langur	zu	zu	z u	i n	z u -	598	langur	
2183	Rupa	langur	zə-zu	zə+zu	z ə + z u	i n + i n	z ə + z u -	597 598	langur langur	
2184	Shergaon	langur	zu	zu	z u	i n	z u -	598	langur	
#
2185	Khispi	lap	de-ma	de+ma	d e + m a	i n + i n	d e - + m a	599 600	lap lap	
2186	Duhumbi	lap	dɛm	dɛm	d ɛ m	i n c	d ɛ m	599	lap	
2187	Khoina	lap	dɛ̃ː	dɛ̃ː	d ɛ̃ː	i n	d ɛ̃ː -	599	lap	
2188	Jerigaon	lap	dɛ̃ĩ	dɛ̃ĩ	d ɛ̃ĩ	i n	d ɛ̃ĩ -	599	lap	
2189	Khoitam	lap	dĩː	dĩː	d ĩː	i n	d ĩː -	599	lap	
2190	Rahung	lap	dĩː	dĩː	d ĩː	i n	d ĩː -	599	lap	
2191	Rupa	lap	dɛ̃ː	dɛ̃ː	d ɛ̃ː	i n	d ɛ̃ː -	599	lap	
2192	Shergaon	lap	dɛ̃ː	dɛ̃ː	d ɛ̃ː	i n	d ɛ̃ː -	599	lap	
#
2194	Duhumbi	late (vi)	jɔt	jɔt	j ɔ t	i n c	j ɔ t	601	latevi	
2196	Jerigaon	late (vi)	jeˀ	jeˀ	j eˀ	i n	j eˀ -	601	latevi	
2197	Khoitam	late (vi)	jeˀ	jeˀ	j eˀ	i n	j eˀ -	601	latevi	
2198	Rahung	late (vi)	jeˀ	jeˀ	j eˀ	i n	j eˀ -	601	latevi	
2199	Rupa	late (vi)	jeˀ	jeˀ	j eˀ	i n	j eˀ -	601	latevi	
#
2201	Khispi	laugh	ʑej ~ ʑe	ʑej	ʑ e j	i n c	ʑ e j	602	laugh	
2202	Duhumbi	laugh	ʑɛj	ʑɛj	ʑ ɛ j	i n c	ʑ ɛ j	602	laugh	
2203	Khoina	laugh	ʐaː	ʐaː	ʐ aː	i n	ʐ aː -	602	laugh	
2204	Jerigaon	laugh	zɛ ~ zaː	zɛ	z ɛ	i n	z ɛ -	602	laugh	
2205	Khoitam	laugh	zɛː	zɛː	z ɛː	i n	z ɛː -	602	laugh	
2206	Rahung	laugh	zɛː	zɛː	z ɛː	i n	z ɛː -	602	laugh	
2207	Rupa	laugh	zaː	zaː	z aː	i n	z aː -	602	laugh	
2208	Shergaon	laugh	zaː	zaː	z aː	i n	z aː -	602	laugh	
#
2209	Khispi	leaf	u-lap	u+lap	u + l a p	n + i n c	- u + l a p	56 603	u/a-prefix leaf	
2210	Duhumbi	leaf	u-lap	u+lap	u + l a p	n + i n c	- u + l a p	56 603	u/a-prefix leaf	
2211	Khoina	leaf	a-la	a+la	a + l a	n + i n	- a + l a -	56 603	u/a-prefix leaf	
2212	Jerigaon	leaf	a-lɛˀ	a+lɛˀ	a + l ɛˀ	n + i n	- a + l ɛˀ -	56 603	u/a-prefix leaf	
2213	Khoitam	leaf	a-rap	a+rap	a + r a p	n + i n c	- a + r a p	56 603	u/a-prefix leaf	
2214	Rahung	leaf	a-rap	a+rap	a + r a p	n + i n c	- a + r a p	56 603	u/a-prefix leaf	
2215	Rupa	leaf	a-lap	a+lap	a + l a p	n + i n c	- a + l a p	56 603	u/a-prefix leaf	
2216	Shergaon	leaf	a-lap	a+lap	a + l a p	n + i n c	- a + l a p	56 603	u/a-prefix leaf	
#
2217	Khispi	leaf litter	sum-ba	sum+ba	s u m + b a	i n c + i n	s u m + b a	606 605	leaflitter leaflitter	
2218	Duhumbi	leaf litter	sum-baˀ	sum+baˀ	s u m + b aˀ	i n c + i n	s u m + b aˀ	606 605	leaflitter leaflitter	
2219	Khoina	leaf litter	sɔɹ-bɔ	sɔɹ+bɔ	s ɔ ɹ + b ɔ	i n c + i n	s ɔ ɹ + b ɔ	606 605	leaflitter leaflitter	
2220	Jerigaon	leaf litter	sɔɹ-bɔ	sɔɹ+bɔ	s ɔ ɹ + b ɔ	i n c + i n	s ɔ ɹ + b ɔ	606 605	leaflitter leaflitter	
2221	Khoitam	leaf litter	su-bɔ	su+bɔ	s u + b ɔ	i n + i n	s u - + b ɔ	606 605	leaflitter leaflitter	
2222	Rahung	leaf litter	sə-boː	sə+boː	s ə + b oː	i n + i n	s ə - + b oː	606 605	leaflitter leaflitter	
2223	Rupa	leaf litter	sɔɹ-bɔ	sɔɹ+bɔ	s ɔ ɹ + b ɔ	i n c + i n	s ɔ ɹ + b ɔ	606 605	leaflitter leaflitter	
2224	Shergaon	leaf litter	sɛj-bu	sɛj+bu	s ɛ j + b u	i n c + i n	s ɛ j + b u	606 605	leaflitter leaflitter	
#
2225	Khispi	leech, land	pat-pa	pat+pa	p a t + p a	i n c + i n	p a t + p a	212 32	leechland pa-suffix2	
2226	Duhumbi	leech, land	pat-pa	pat+pa	p a t + p a	i n c + i n	p a t + p a	212 32	leechland pa-suffix2	
2227	Khoina	leech, land	pʰa-wɛ	pʰa+wɛ	pʰ a + w ɛ	i n + i n	pʰ a + w ɛ -	608 607	leechland leechland	
2228	Jerigaon	leech, land	pʰy-wɛ	pʰy+wɛ	pʰ y + w ɛ	i n + i n	pʰ y + w ɛ -	608 607	leechland leechland	
2229	Khoitam	leech, land	pʰu-wap	pʰu+wap	pʰ u + w a p	i n + i n c	pʰ u + w a p	608 607	leechland leechland	
2230	Rahung	leech, land	pʰə-pʰɛ	pʰə+pʰɛ	pʰ ə + pʰ ɛ	i n + i n	pʰ ə + pʰ ɛ -	608 607	leechland leechland	
2231	Rupa	leech, land	pʰu-wat	pʰu+wat	pʰ u + w a t	i n + i n c	pʰ u + w a t	608 607	leechland leechland	
2232	Shergaon	leech, land	pat-pu	pat+pu	p a t + p u	i n c + i n	p a t + p u	212 32	leechland pa-suffix2	
#
2233	Khispi	leech, water	pʰu-tis	pʰu+tis	pʰ u + t i s	i n + i n c	pʰ u + t - i s	570 609	insect leechwater	
2235	Khoina	leech, water	di-ʦʰik	di+ʦʰik	d i + tsʰ i k	i n + i n c	d i + tsʰ - i k	220 609	leechwater leechwater	
2236	Jerigaon	leech, water	pʰyː pʰ-ʨʰik	pʰyː_pʰ+ʨʰik	pʰ yː + pʰ + tɕʰ i k	i n + i + i n c	pʰ yː + pʰ + tɕʰ - i k	570 216 609	insect leechwater leechwater	
2237	Khoitam	leech, water	pʰ-ʨʰik	pʰ+ʨʰik	pʰ + tɕʰ i k	i + i n c	pʰ + tɕʰ - i k	216 609	leechwater leechwater	
2238	Rahung	leech, water	pʰ-ʨʰik	pʰ+ʨʰik	pʰ + tɕʰ i k	i + i n c	pʰ + tɕʰ - i k	216 609	leechwater leechwater	
2240	Shergaon	leech, water	ʨʰin-ʨʰɹik	ʨʰin+ʨʰɹik	tɕʰ i n + tɕʰ ɹ i k	i n c + i m n c	tɕʰ i n + tɕʰ ɹ i k	611 609	leechwater leechwater	
#
2241	Khispi	left (side)	ɲim-lak-pa ~ ɲim-dak-pa	ɲim+lak+pa	ɲ i m + l a k + p a	i n c + i n c + i n	ɲ i m + l a k + p a	618 165 28	leftside ? pa-suffix1	
2242	Duhumbi	left (side)	jɔm-lak-pa	jɔm+lak+pa	j ɔ m + l a k + p a	i n c + i n c + i n	j ɔ m + l a k + p a	619 165 28	leftside ? pa-suffix1	
2243	Khoina	left (side)	a-xɛ	a+xɛ	a + x ɛ	n + i n	a + x ɛ	387 612	? leftside	
2244	Jerigaon	left (side)	ə-he-tɛn ~ a-he-tɛn	ə+he+tɛn	ə + h e + t ɛ n	n + i n + i n c	ə + h e + t ɛ n	387 612 616	? leftside leftside	
2245	Khoitam	left (side)	ə-he	ə+he	ə + h e	n + i n	ə + h e	387 612	? leftside	
2246	Rahung	left (side)	he-tɔ ~ he-tɛn	he+tɔ	h e + t ɔ	i n + i n	h e + t ɔ -	612 616	leftside leftside	
2247	Rupa	left (side)	bə-kʰe	bə+kʰe	b ə + kʰ e	i n + i n	b ə + kʰ e	501 612	? leftside	
2248	Shergaon	left (side)	bə-kʰe	bə+kʰe	b ə + kʰ e	i n + i n	b ə + kʰ e	501 612	? leftside	
#
2249	Khispi	leg	lej	lej	l e j	i n c	l e j	620	leg	
2250	Duhumbi	leg	lɛj	lɛj	l ɛ j	i n c	l ɛ j	620	leg	
2251	Khoina	leg	laː	laː	l aː	i n	l aː -	620	leg	
2252	Jerigaon	leg	lɛˀ	lɛˀ	l ɛˀ	i n	l ɛˀ -	620	leg	
2253	Khoitam	leg	lɛˀ	lɛˀ	l ɛˀ	i n	l ɛˀ -	620	leg	
2254	Rahung	leg	lɛˀ	lɛˀ	l ɛˀ	i n	l ɛˀ -	620	leg	
2255	Rupa	leg	laˀ	laˀ	l aˀ	i n	l aˀ -	620	leg	
2256	Shergaon	leg	la	la	l a	i n	l a -	620	leg	
#
2257	Khispi	lick	lak	lak	l a k	i n c	l a k	166	?	
2258	Duhumbi	lick	lak	lak	l a k	i n c	l a k	166	?	
2259	Khoina	lick	lɐk	lɐk	l ɐ k	i n c	l ɐ k	166	?	
2260	Jerigaon	lick	lɐk	lɐk	l ɐ k	i n c	l ɐ k	166	?	
2261	Khoitam	lick	lak	lak	l a k	i n c	l a k	166	?	
2262	Rahung	lick	lak	lak	l a k	i n c	l a k	166	?	
#
2267	Khoina	lie (n)	tɛˀ	tɛˀ	t ɛˀ	i n	t ɛˀ	622	lien	
2268	Jerigaon	lie (n)	s-teˀ	s+teˀ	s + t eˀ	i + i n	s + t eˀ	307 622	? lien	
2269	Khoitam	lie (n)	s-teˀ	s+teˀ	s + t eˀ	i + i n	s + t eˀ	307 622	? lien	
2270	Rahung	lie (n)	s-teˀ	s+teˀ	s + t eˀ	i + i n	s + t eˀ	307 622	? lien	
2271	Rupa	lie (n)	s-teˀ	s+teˀ	s + t eˀ	i + i n	s + t eˀ	307 622	? lien	
2272	Shergaon	lie (n)	s-teˀ	s+teˀ	s + t eˀ	i + i n	s + t eˀ	307 622	? lien	
#
2273	Khispi	lift completely, carry	kʰaŋ	kʰaŋ	kʰ a ŋ	i n c	kʰ a ŋ	624	liftcompletelycarry	
2274	Duhumbi	lift completely, carry	kʰaŋ	kʰaŋ	kʰ a ŋ	i n c	kʰ a ŋ	624	liftcompletelycarry	
2277	Khoitam	lift completely, carry	kʰaŋ	kʰaŋ	kʰ a ŋ	i n c	kʰ a ŋ	624	liftcompletelycarry	
2279	Rupa	lift completely, carry	kʰaŋ	kʰaŋ	kʰ a ŋ	i n c	kʰ a ŋ	624	liftcompletelycarry	
2280	Shergaon	lift completely, carry	kʰaŋ	kʰaŋ	kʰ a ŋ	i n c	kʰ a ŋ	624	liftcompletelycarry	
#
2281	Khispi	light	jaŋ-ɕɔk ~ jaŋ-kan-ma	jaŋ+ɕɔk	j a ŋ + ɕ ɔ k	i n c + i n c	j a ŋ + ɕ ɔ k	184 625	? light	
2282	Duhumbi	light	jaŋ-pu	jaŋ+pu	j a ŋ + p u	i n c + i n	j a ŋ + p u	184 629	? light	
2283	Khoina	light	a-ruŋ-du	a+ruŋ+du	a + r u ŋ + d u	n + i n c + i n	- a + r u ŋ + d u	56 625 120	u/a-prefix light da-suffix1	
2284	Jerigaon	light	a-ruŋ-du	a+ruŋ+du	a + r u ŋ + d u	n + i n c + i n	- a + r u ŋ + d u	56 625 120	u/a-prefix light da-suffix1	
2285	Khoitam	light	a-ruŋ-du	a+ruŋ+du	a + r u ŋ + d u	n + i n c + i n	- a + r u ŋ + d u	56 625 120	u/a-prefix light da-suffix1	
2286	Rahung	light	a-ruŋ-du	a+ruŋ+du	a + r u ŋ + d u	n + i n c + i n	- a + r u ŋ + d u	56 625 120	u/a-prefix light da-suffix1	
2287	Rupa	light	a-ruŋ-du	a+ruŋ+du	a + r u ŋ + d u	n + i n c + i n	- a + r u ŋ + d u	56 625 120	u/a-prefix light da-suffix1	
2288	Shergaon	light	a-ruŋ-du	a+ruŋ+du	a + r u ŋ + d u	n + i n c + i n	- a + r u ŋ + d u	56 625 120	u/a-prefix light da-suffix1	
#
2289	Khispi	lightning	nam-liŋ ~ nam-ki-liŋ waŋ	nam+liŋ	n a m + l i ŋ	i n c + i n c	n a m + l i ŋ	335 226	sky-prefix3 lightning	
2291	Khoina	lightning	nə-ʦʰaː	nə+ʦʰaː	n ə + tsʰ aː	i n + i n	n ə - + tsʰ aː	335 334	sky-prefix3 thunder	
2292	Jerigaon	lightning	nam-bla kʰɛː	nam+bla_kʰɛː	n a m + b l a + kʰ ɛː	i n c + i m n + i n	n a m + b l a + kʰ ɛː	335 227 230	sky-prefix3 lightning lightning	
2293	Khoitam	lightning	nam tap	nam_tap	n a m + t a p	i n c + i n c	n a m + t a p	335 633	sky-prefix3 lightning	
2294	Rahung	lightning	nam-ʨʰə-rɛː rɛt ~ ʨʰe	nam+ʨʰə+rɛː_rɛt	n a m + tɕʰ ə + r ɛː + r ɛ t	i n c + i n + i n + i n c	n a m + tɕʰ ə + r ɛː + r ɛ t	335 334 230 231	sky-prefix3 thunder lightning lightning	
2295	Rupa	lightning	nə-myː ba tap	nə+myː_ba_tap	n ə + m yː + b a + t a p	i n + i n + i n + i n c	n ə - + m yː + b a + t a p	335 634 417 633	sky-prefix3 lightning ? lightning	
2296	Shergaon	lightning	ni-mi ba tap	ni+mi_ba_tap	n i + m i + b a + t a p	i n + i n + i n + i n c	n i - + m i + b a + t a p	335 634 417 633	sky-prefix3 lightning ? lightning	
#
2298	Duhumbi	like, love	hɔn	hɔn	h ɔ n	i n c	h ɔ n	635	likelove	
2299	Khoina	like, love	xøː	xøː	x øː	i n	x øː -	635	likelove	
2301	Khoitam	like, love	hĩː	hĩː	h ĩː	i n	h ĩː -	635	likelove	
2302	Rahung	like, love	hyː	hyː	h yː	i n	h yː -	635	likelove	
2303	Rupa	like, love	høn	høn	h ø n	i n c	h ø n	635	likelove	
#
2305	Khispi	liquor	pʰak	pʰak	pʰ a k	i n c	pʰ a k	637	liquor	
2306	Duhumbi	liquor	pʰak	pʰak	pʰ a k	i n c	pʰ a k	637	liquor	
2307	Khoina	liquor	pʰɐk	pʰɐk	pʰ ɐ k	i n c	pʰ ɐ k	637	liquor	
2308	Jerigaon	liquor	pʰɐk	pʰɐk	pʰ ɐ k	i n c	pʰ ɐ k	637	liquor	
2309	Khoitam	liquor	pʰak	pʰak	pʰ a k	i n c	pʰ a k	637	liquor	
2310	Rahung	liquor	pʰak	pʰak	pʰ a k	i n c	pʰ a k	637	liquor	
2311	Rupa	liquor	pʰak	pʰak	pʰ a k	i n c	pʰ a k	637	liquor	
2312	Shergaon	liquor	pʰak	pʰak	pʰ a k	i n c	pʰ a k	637	liquor	
#
2313	Khispi	listen, heed	na ~ ha	na	n a	i n	n a -	638	listenheed	
2314	Duhumbi	listen, heed	na ~ ha	na	n a	i n	n a -	638	listenheed	
2315	Khoina	listen, heed	nu	nu	n u	i n	n u -	638	listenheed	
2316	Jerigaon	listen, heed	nu	nu	n u	i n	n u -	638	listenheed	
2317	Khoitam	listen, heed	nuŋ	nuŋ	n u ŋ	i n c	n u ŋ	638	listenheed	
2318	Rahung	listen, heed	nuŋ	nuŋ	n u ŋ	i n c	n u ŋ	638	listenheed	
2319	Rupa	listen, heed	nu ~ nuŋ	nu	n u	i n	n u -	638	listenheed	
#
2321	Khispi	live, stay	ʥu	ʥu	dʑ u	i n	dʑ u -	639	livestay	
2322	Duhumbi	live, stay	ʥu	ʥu	dʑ u	i n	dʑ u -	639	livestay	
2323	Khoina	live, stay	ʣɔː	ʣɔː	dz ɔː	i n	dz ɔː -	639	livestay	
2324	Jerigaon	live, stay	ʥɔː	ʥɔː	dʑ ɔː	i n	dʑ ɔː -	639	livestay	
2325	Khoitam	live, stay	ʥɔː	ʥɔː	dʑ ɔː	i n	dʑ ɔː -	639	livestay	
2326	Rahung	live, stay	ʥoː	ʥoː	dʑ oː	i n	dʑ oː -	639	livestay	
2327	Rupa	live, stay	ʥaw	ʥaw	dʑ a w	i n c	dʑ a w	639	livestay	
2328	Shergaon	live, stay	ʥaw	ʥaw	dʑ a w	i n c	dʑ a w	639	livestay	
#
2329	Khispi	liver	ɕa-pɕin	ɕa+pɕin	ɕ a + p ɕ i n	i n + i m n c	ɕ a + p ɕ i n	115 640	sa-prefix3 liver	
2331	Khoina	liver	də-ʦʰɛ̃ː	də+ʦʰɛ̃ː	d ə + tsʰ ɛ̃ː	i n + i n	d ə + tsʰ - ɛ̃ː -	643 640	liver liver	
2332	Jerigaon	liver	sɛ̃ĩ	sɛ̃ĩ	s ɛ̃ĩ	i n	s - ɛ̃ĩ -	640	liver	
2333	Khoitam	liver	s-sĩː ~ sə-sĩː ~ ʦʰ-sĩː ~ ʦʰə-sĩː	s+sĩː	s + s ĩː	i + i n	s - + s - ĩː -	115 640	sa-prefix3 liver	
2334	Rahung	liver	a-ʨʰĩː	a+ʨʰĩː	a + tɕʰ ĩː	n + i n	- a + tɕʰ - ĩː -	56 640	u/a-prefix liver	
2335	Rupa	liver	a-ʦʰɛ̃ː ~ a-ʨʰĩː	a+ʦʰɛ̃ː	a + tsʰ ɛ̃ː	n + i n	- a + tsʰ - ɛ̃ː -	56 640	u/a-prefix liver	
2336	Shergaon	liver	a-ʦʰɛ̃ː	a+ʦʰɛ̃ː	a + tsʰ ɛ̃ː	n + i n	- a + tsʰ - ɛ̃ː -	56 640	u/a-prefix liver	
#
2337	Khispi	load (n)	jɔŋ	jɔŋ	j ɔ ŋ	i n c	j ɔ ŋ	644	loadn	
2338	Duhumbi	load (n)	jɔŋ	jɔŋ	j ɔ ŋ	i n c	j ɔ ŋ	644	loadn	
2339	Khoina	load (n)	juŋ	juŋ	j u ŋ	i n c	j u ŋ	644	loadn	
2341	Khoitam	load (n)	juŋ	juŋ	j u ŋ	i n c	j u ŋ	644	loadn	
2342	Rahung	load (n)	juŋ	juŋ	j u ŋ	i n c	j u ŋ	644	loadn	
2343	Rupa	load (n)	juŋ	juŋ	j u ŋ	i n c	j u ŋ	644	loadn	
#
2345	Khispi	locative	-kʰɔ	+kʰɔ	kʰ ɔ	i n	kʰ ɔ	645	locative	
2346	Duhumbi	locative	-kʰɔ	+kʰɔ	kʰ ɔ	i n	kʰ ɔ	645	locative	
2347	Khoina	locative	-kʰɔ	+kʰɔ	kʰ ɔ	i n	kʰ ɔ	645	locative	
2351	Rupa	locative	-gɔ	+gɔ	g ɔ	i n	g ɔ	645	locative	
2352	Shergaon	locative	-kʰɔ	+kʰɔ	kʰ ɔ	i n	kʰ ɔ	645	locative	
#
2353	Khispi	long	u-liŋ	u+liŋ	u + l i ŋ	n + i n c	- u + l i ŋ	56 646	u/a-prefix long	
2354	Duhumbi	long	u-riŋ	u+riŋ	u + r i ŋ	n + i n c	- u + r i ŋ	56 646	u/a-prefix long	
2355	Khoina	long	a-rajŋ	a+rajŋ	a + r aj/ai ŋ	n + i n c	- a + r aj/ai ŋ	56 646	u/a-prefix long	
2356	Jerigaon	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ	n + i n c	- a + r ɛ ŋ	56 646	u/a-prefix long	
2357	Khoitam	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ	n + i n c	- a + r ɛ ŋ	56 646	u/a-prefix long	
2358	Rahung	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ	n + i n c	- a + r ɛ ŋ	56 646	u/a-prefix long	
2359	Rupa	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ	n + i n c	- a + r ɛ ŋ	56 646	u/a-prefix long	
2360	Shergaon	long	a-rɛŋ	a+rɛŋ	a + r ɛ ŋ	n + i n c	- a + r ɛ ŋ	56 646	u/a-prefix long	
#
2363	Khoina	look	lɛn	lɛn	l ɛ n	i n c	l ɛ n	648	look	
2364	Jerigaon	look	lɛn	lɛn	l ɛ n	i n c	l ɛ n	648	look	
2365	Khoitam	look	lan	lan	l a n	i n c	l a n	648	look	
2366	Rahung	look	lɛn	lɛn	l ɛ n	i n c	l ɛ n	648	look	
2367	Rupa	look	lan	lan	l a n	i n c	l a n	648	look	
#
2369	Khispi	louse	hɛk	hɛk	h ɛ k	i n c	h - ɛ k	168	?	
2370	Duhumbi	louse	hjɛk	hjɛk	h j ɛ k	i m n c	h j ɛ k	168	?	
2371	Khoina	louse	xajk	xajk	x aj/ai k	i n c	x - aj/ai k	168	?	
2372	Jerigaon	louse	hɛk ~ hɛʔ-mu	hɛk	h ɛ k	i n c	h - ɛ k	168	?	
2373	Khoitam	louse	hɛk	hɛk	h ɛ k	i n c	h - ɛ k	168	?	
2374	Rahung	louse	hɛk	hɛk	h ɛ k	i n c	h - ɛ k	168	?	
2375	Rupa	louse	hɛk	hɛk	h ɛ k	i n c	h - ɛ k	168	?	
2376	Shergaon	louse	hɛk	hɛk	h ɛ k	i n c	h - ɛ k	168	?	
#
2379	Khoina	lungs	sə-rĩː sə-ruk	sə+rĩː_sə+ruk	s ə + r ĩː + s ə + r u k	i n + i n + i n + i n c	s ə + r ĩː + s ə + r u k	652 651 132 375	lungs lungs sa-prefix1 container	
2380	Jerigaon	lungs	sə-rɛ̃ĩ sə-ruk	sə+rɛ̃ĩ_sə+ruk	s ə + r ɛ̃ĩ + s ə + r u k	i n + i n + i n + i n c	s ə + r ɛ̃ĩ + s ə + r u k	652 651 132 375	lungs lungs sa-prefix1 container	
2381	Khoitam	lungs	sə-rĩː sə-ruk	sə+rĩː_sə+ruk	s ə + r ĩː + s ə + r u k	i n + i n + i n + i n c	s ə + r ĩː + s ə + r u k	652 651 132 375	lungs lungs sa-prefix1 container	
2382	Rahung	lungs	su sə-ruk	su_sə+ruk	s u + s ə + r u k	i n + i n + i n c	s u + s ə + r u k	652 132 375	lungs sa-prefix1 container	
2383	Rupa	lungs	sə-lyŋ sə-ruk	sə+lyŋ_sə+ruk	s ə + l y ŋ + s ə + r u k	i n + i n c + i n + i n c	s ə + l y ŋ + s ə + r u k	652 235 132 375	lungs stone sa-prefix1 container	
2384	Shergaon	lungs	sə-luŋ sə-ruk	sə+luŋ_sə+ruk	s ə + l u ŋ + s ə + r u k	i n + i n c + i n + i n c	s ə + l u ŋ + s ə + r u k	652 235 132 375	lungs stone sa-prefix1 container	
#
2386	Duhumbi	macaque	ɕa-dɔŋ	ɕa+dɔŋ	ɕ a + d ɔ ŋ	i n + i n c	ɕ a + d ɔ ŋ	656 657	macaque ?	
2387	Khoina	macaque	ʐy-duŋ	ʐy+duŋ	ʐ y + d u ŋ	i n + i n c	ʐ y + d u ŋ	656 657	macaque ?	
2388	Jerigaon	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ	i + i n c	z - + d u ŋ	656 657	macaque ?	
2389	Khoitam	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ	i + i n c	z - + d u ŋ	656 657	macaque ?	
2390	Rahung	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ	i + i n c	z - + d u ŋ	656 657	macaque ?	
2391	Rupa	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ	i + i n c	z - + d u ŋ	656 657	macaque ?	
2392	Shergaon	macaque	z(ə)-duŋ	z+duŋ	z + d u ŋ	i + i n c	z - + d u ŋ	656 657	macaque ?	
#
2393	Khispi	machete	hɔ-da	hɔ+da	h ɔ + d a	i n + i n	h ɔ - + d a	658 659	machete machete	
2394	Duhumbi	machete	hɔt-da	hɔt+da	h ɔ t + d a	i n c + i n	h ɔ t + d a	658 659	machete machete	
2395	Khoina	machete	han-duː	han+duː	h a n + d uː	i n c + i n	h a n + d uː	658 659	machete machete	
2396	Jerigaon	machete	haŋ-guː ~ haŋ-gə-duː ~ haŋ-duː	haŋ+guː	h a ŋ + g uː	i n c + i n	h a ŋ + g uː	658 660	machete machete	
2397	Khoitam	machete	han-duː	han+duː	h a n + d uː	i n c + i n	h a n + d uː	658 659	machete machete	
2398	Rahung	machete	han-duː	han+duː	h a n + d uː	i n c + i n	h a n + d uː	658 659	machete machete	
2399	Rupa	machete	han-duː	han+duː	h a n + d uː	i n c + i n	h a n + d uː	658 659	machete machete	
2400	Shergaon	machete	han-duː	han+duː	h a n + d uː	i n c + i n	h a n + d uː	658 659	machete machete	
#
2401	Khispi	maize	mɔː-ɕɔ	mɔː+ɕɔ	m ɔː + ɕ ɔ	i n + i n	m ɔː + ɕ ɔ -	104 661	ma-prefix2 maize	
2402	Duhumbi	maize	mɛj-ɕiŋ	mɛj+ɕiŋ	m ɛ j + ɕ i ŋ	i n c + i n c	m ɛ j + ɕ i ŋ	245 661	maize maize	
2403	Khoina	maize	ma-ʦɛ̃ː	ma+ʦɛ̃ː	m a + ts ɛ̃ː	i n + i n	m a + ts ɛ̃ː -	104 661	ma-prefix2 maize	
2404	Jerigaon	maize	mə-ʨĩː	mə+ʨĩː	m ə + tɕ ĩː	i n + i n	m ə + tɕ ĩː -	104 661	ma-prefix2 maize	
2405	Khoitam	maize	mə-ʨĩː	mə+ʨĩː	m ə + tɕ ĩː	i n + i n	m ə + tɕ ĩː -	104 661	ma-prefix2 maize	
2406	Rahung	maize	pʰ-ʨĩː ~ bə-ʨĩː	pʰ+ʨĩː	pʰ + tɕ ĩː	i + i n	pʰ - + tɕ ĩː -	104 661	ma-prefix2 maize	
#
2409	Khispi	make	ʨɔs	ʨɔs	tɕ ɔ s	i n c	tɕ ɔ s	664	make	
2410	Duhumbi	make	ʨʰɔt	ʨʰɔt	tɕʰ ɔ t	i n c	tɕʰ ɔ t	664	make	
2411	Khoina	make	ʨʰɛt	ʨʰɛt	tɕʰ ɛ t	i n c	tɕʰ ɛ t	664	make	
#
2417	Khispi	male	u-pʰa	u+pʰa	u + pʰ a	n + i n	- u + pʰ a	56 665	u/a-prefix male	
2418	Duhumbi	male	u-pʰa	u+pʰa	u + pʰ a	n + i n	- u + pʰ a	56 665	u/a-prefix male	
2419	Khoina	male	a-pʰuː	a+pʰuː	a + pʰ uː	n + i n	- a + pʰ uː	56 665	u/a-prefix male	
2420	Jerigaon	male	a-pʰuː	a+pʰuː	a + pʰ uː	n + i n	- a + pʰ uː	56 665	u/a-prefix male	
